지점,지점명,일시,평균기온(°C),일강수량(mm),일 최심적설(cm)
156,광주,2022-07-01,28.2,,
156,광주,2022-07-02,28.5,,
156,광주,2022-07-03,28.9,0,
156,광주,2022-07-04,27.2,2.1,
156,광주,2022-07-05,27.4,7.3,
156,광주,2022-07-06,29.1,,
156,광주,2022-07-07,28.8,4.9,
156,광주,2022-07-08,26.6,4.8,
156,광주,2022-07-09,27,,
156,광주,2022-07-10,28.2,0,
156,광주,2022-07-11,27.1,14.3,
156,광주,2022-07-12,27.4,,
156,광주,2022-07-13,26,,
156,광주,2022-07-14,27.3,13,
156,광주,2022-07-15,27,,
156,광주,2022-07-16,26.5,,
156,광주,2022-07-17,26.4,0,
156,광주,2022-07-18,23.7,54.1,
156,광주,2022-07-19,26.2,.7,
156,광주,2022-07-20,27.2,.8,
156,광주,2022-07-21,24.6,3.8,
156,광주,2022-07-22,25.1,,
156,광주,2022-07-23,25.1,22.6,
156,광주,2022-07-24,23.9,14.2,
156,광주,2022-07-25,26.7,,
156,광주,2022-07-26,27.3,,
156,광주,2022-07-27,27.3,,
156,광주,2022-07-28,28.5,,
156,광주,2022-07-29,30.3,,
156,광주,2022-07-30,28.5,0,
156,광주,2022-07-31,26.4,26.4,
156,광주,2022-08-01,27.6,1.5,
156,광주,2022-08-02,28,1.7,
156,광주,2022-08-03,27.9,11.4,
156,광주,2022-08-04,29,,
156,광주,2022-08-05,29,0,
156,광주,2022-08-06,29.9,,
156,광주,2022-08-07,29.9,,
156,광주,2022-08-08,28.8,,
156,광주,2022-08-09,28.7,,
156,광주,2022-08-10,28.3,0,
156,광주,2022-08-11,26.3,9.1,
156,광주,2022-08-12,27.9,.5,
156,광주,2022-08-13,27.9,.1,
156,광주,2022-08-14,29.4,,
156,광주,2022-08-15,29.4,,
156,광주,2022-08-16,26.5,17,
156,광주,2022-08-17,26,.1,
156,광주,2022-08-18,26.1,,
156,광주,2022-08-19,27.4,,
156,광주,2022-08-20,26.6,32.2,
156,광주,2022-08-21,27.4,,
156,광주,2022-08-22,28,,
156,광주,2022-08-23,26.5,24.7,
156,광주,2022-08-24,25.7,2.4,
156,광주,2022-08-25,24.9,,
156,광주,2022-08-26,24.5,,
156,광주,2022-08-27,22.8,,
156,광주,2022-08-28,22.9,,
156,광주,2022-08-29,21.7,0,
156,광주,2022-08-30,24.8,1.3,
156,광주,2022-08-31,23,4.4,
156,광주,2022-09-01,22.6,,
156,광주,2022-09-02,23.1,,
156,광주,2022-09-03,24.9,0,
156,광주,2022-09-04,26.5,3.5,
156,광주,2022-09-05,24,50.7,
156,광주,2022-09-06,21.5,32.8,
156,광주,2022-09-07,22.2,,
156,광주,2022-09-08,23,,
156,광주,2022-09-09,24.1,,
156,광주,2022-09-10,22.6,,
156,광주,2022-09-11,24.1,,
156,광주,2022-09-12,23.1,2,
156,광주,2022-09-13,24.3,.2,
156,광주,2022-09-14,25.3,,
156,광주,2022-09-15,26.5,,
156,광주,2022-09-16,26.8,0,
156,광주,2022-09-17,27.9,0,
156,광주,2022-09-18,28.7,,
156,광주,2022-09-19,25.4,,
156,광주,2022-09-20,20.8,,
156,광주,2022-09-21,20.1,,
156,광주,2022-09-22,20.3,,
156,광주,2022-09-23,19.5,,
156,광주,2022-09-24,19.1,,
156,광주,2022-09-25,20,,
156,광주,2022-09-26,19.8,0,
156,광주,2022-09-27,21.7,,
156,광주,2022-09-28,21.1,,
156,광주,2022-09-29,20.9,,
156,광주,2022-09-30,21.7,,
156,광주,2022-10-01,22.9,,
156,광주,2022-10-02,23.6,,
156,광주,2022-10-03,26.1,,
156,광주,2022-10-04,19.5,33.4,
156,광주,2022-10-05,16.9,,
156,광주,2022-10-06,17.1,,
156,광주,2022-10-07,16.3,0,
156,광주,2022-10-08,16.7,,
156,광주,2022-10-09,14.5,2.3,
156,광주,2022-10-10,12.8,2.2,
156,광주,2022-10-11,13.9,0,
156,광주,2022-10-12,14.7,,
156,광주,2022-10-13,17.1,,
156,광주,2022-10-14,17.5,,
156,광주,2022-10-15,18.5,,
156,광주,2022-10-16,18.1,,
156,광주,2022-10-17,14.4,,
156,광주,2022-10-18,11.1,,
156,광주,2022-10-19,11.3,,
156,광주,2022-10-20,13.9,,
156,광주,2022-10-21,14.8,0,
156,광주,2022-10-22,17.3,.4,
156,광주,2022-10-23,14.7,,
156,광주,2022-10-24,11.6,,
156,광주,2022-10-25,11.6,,
156,광주,2022-10-26,13.6,,
156,광주,2022-10-27,15.1,,
156,광주,2022-10-28,14.7,,
156,광주,2022-10-29,15.1,,
156,광주,2022-10-30,15.9,,
156,광주,2022-10-31,15.4,,
156,광주,2022-11-01,14.5,,
156,광주,2022-11-02,13,,
156,광주,2022-11-03,12.2,,
156,광주,2022-11-04,8.9,,
156,광주,2022-11-05,9.1,,
156,광주,2022-11-06,9.7,,
156,광주,2022-11-07,11.4,,
156,광주,2022-11-08,12.1,,
156,광주,2022-11-09,12.4,,
156,광주,2022-11-10,15,0,
156,광주,2022-11-11,16.7,,
156,광주,2022-11-12,18.5,21.1,
156,광주,2022-11-13,11.6,10.5,
156,광주,2022-11-14,10.7,,
156,광주,2022-11-15,9.5,,
156,광주,2022-11-16,10.8,0,
156,광주,2022-11-17,11.3,,
156,광주,2022-11-18,11.8,,
156,광주,2022-11-19,13.5,0,
156,광주,2022-11-20,13.6,.4,
156,광주,2022-11-21,12.6,,
156,광주,2022-11-22,12.5,1.9,
156,광주,2022-11-23,11.9,.8,
156,광주,2022-11-24,11,,
156,광주,2022-11-25,11.6,,
156,광주,2022-11-26,11.1,,
156,광주,2022-11-27,9.7,,
156,광주,2022-11-28,15.6,4.8,
156,광주,2022-11-29,11.3,7.2,
156,광주,2022-11-30,.5,,
156,광주,2022-12-01,.2,,
156,광주,2022-12-02,2.2,,
156,광주,2022-12-03,5.6,,
156,광주,2022-12-04,2.4,,
156,광주,2022-12-05,.7,,
156,광주,2022-12-06,3.3,0,
156,광주,2022-12-07,5.5,,
156,광주,2022-12-08,6.5,,
156,광주,2022-12-09,7.4,,
156,광주,2022-12-10,5.1,0,
156,광주,2022-12-11,5.1,,
156,광주,2022-12-12,3.8,0,
156,광주,2022-12-13,5.1,.5,.2
156,광주,2022-12-14,-2.3,1.7,5.4
156,광주,2022-12-15,1.3,.1,
156,광주,2022-12-16,.4,0,
156,광주,2022-12-17,-2.2,2.9,4.5
156,광주,2022-12-18,-5,4.6,14.6
156,광주,2022-12-19,-2.9,.1,7.7
156,광주,2022-12-20,.8,,4.9
156,광주,2022-12-21,2.6,4.2,2.9
156,광주,2022-12-22,-1.5,2.5,9.8
156,광주,2022-12-23,-4.1,13.9,40
156,광주,2022-12-24,-5,.1,40
156,광주,2022-12-25,-2.7,,25.3
156,광주,2022-12-26,-.6,,18.2
156,광주,2022-12-27,.3,,13.9
156,광주,2022-12-28,-.2,,11
156,광주,2022-12-29,.7,,10.2
156,광주,2022-12-30,1,,9.4
156,광주,2022-12-31,1.4,,8.9
159,부산,2022-01-01,1.9,,
159,부산,2022-01-02,4.8,,
159,부산,2022-01-03,4.1,,
159,부산,2022-01-04,4.5,,
159,부산,2022-01-05,5.4,0,
159,부산,2022-01-06,6.1,0,
159,부산,2022-01-07,5.8,,
159,부산,2022-01-08,5.7,,
159,부산,2022-01-09,5.9,,
159,부산,2022-01-10,7.4,,
159,부산,2022-01-11,1.5,,
159,부산,2022-01-12,-1.3,,
159,부산,2022-01-13,-1.1,,
159,부산,2022-01-14,-.2,,
159,부산,2022-01-15,4.8,,
159,부산,2022-01-16,4.8,,
159,부산,2022-01-17,1.1,,
159,부산,2022-01-18,-.1,,
159,부산,2022-01-19,2.1,,
159,부산,2022-01-20,1.5,,
159,부산,2022-01-21,3.9,,
159,부산,2022-01-22,6.7,,
159,부산,2022-01-23,8.7,,
159,부산,2022-01-24,5.7,0,
159,부산,2022-01-25,6.7,,
159,부산,2022-01-26,5.5,,
159,부산,2022-01-27,6.3,,
159,부산,2022-01-28,4.7,,
159,부산,2022-01-29,3.3,,
159,부산,2022-01-30,3.2,,
159,부산,2022-01-31,3.6,,
159,부산,2022-02-01,3.3,,
159,부산,2022-02-02,1.7,,
159,부산,2022-02-03,2.1,,
159,부산,2022-02-04,1.3,,
159,부산,2022-02-05,-1.2,,
159,부산,2022-02-06,.2,,
159,부산,2022-02-07,1.6,,
159,부산,2022-02-08,3.6,,
159,부산,2022-02-09,6.6,,
159,부산,2022-02-10,7.6,,
159,부산,2022-02-11,6.7,,
159,부산,2022-02-12,8.5,,
159,부산,2022-02-13,8.9,0,
159,부산,2022-02-14,9,,
159,부산,2022-02-15,2.6,,
159,부산,2022-02-16,-1.7,,
159,부산,2022-02-17,-2.4,,
159,부산,2022-02-18,4,,
159,부산,2022-02-19,5.2,0,
159,부산,2022-02-20,-.6,,
159,부산,2022-02-21,1.4,,
159,부산,2022-02-22,1.2,,
159,부산,2022-02-23,0,,
159,부산,2022-02-24,1.6,,
159,부산,2022-02-25,5,,
159,부산,2022-02-26,7.7,,
159,부산,2022-02-27,6.7,,
159,부산,2022-02-28,9.8,,
159,부산,2022-03-01,10.9,3.2,
159,부산,2022-03-02,7,,
159,부산,2022-03-03,7.8,,
159,부산,2022-03-04,10.4,,
159,부산,2022-03-05,8.7,,
159,부산,2022-03-06,5,,
159,부산,2022-03-07,7.3,,
159,부산,2022-03-08,9.6,,
159,부산,2022-03-09,10.5,,
159,부산,2022-03-10,11.3,,
159,부산,2022-03-11,14,0,
159,부산,2022-03-12,16,,
159,부산,2022-03-13,15,7.3,
159,부산,2022-03-14,11.3,.1,
159,부산,2022-03-15,11.8,,
159,부산,2022-03-16,13.1,,
159,부산,2022-03-17,10.4,10.5,
159,부산,2022-03-18,7.3,16.6,
159,부산,2022-03-19,6.1,7,
159,부산,2022-03-20,7.5,,
159,부산,2022-03-21,8.9,.3,
159,부산,2022-03-22,9.2,.2,
159,부산,2022-03-23,9.1,,
159,부산,2022-03-24,10.2,,
159,부산,2022-03-25,13.3,1.9,
159,부산,2022-03-26,13.8,80.3,
159,부산,2022-03-27,13.8,,
159,부산,2022-03-28,9.6,,
159,부산,2022-03-29,11.5,,
159,부산,2022-03-30,14,,
159,부산,2022-03-31,11.5,0,
159,부산,2022-04-01,9.2,,
159,부산,2022-04-02,10.4,,
159,부산,2022-04-03,11.7,,
159,부산,2022-04-04,12.3,,
159,부산,2022-04-05,13.5,,
159,부산,2022-04-06,14.8,,
159,부산,2022-04-07,14.8,0,
159,부산,2022-04-08,14.6,,
159,부산,2022-04-09,16.7,,
159,부산,2022-04-10,17.8,,
159,부산,2022-04-11,17.4,.9,
159,부산,2022-04-12,17.9,0,
159,부산,2022-04-13,12.8,0,
159,부산,2022-04-14,10.9,.6,
159,부산,2022-04-15,12.2,,
159,부산,2022-04-16,12.1,,
159,부산,2022-04-17,14.9,,
159,부산,2022-04-18,16.8,,
159,부산,2022-04-19,17.5,,
159,부산,2022-04-20,18.9,,
159,부산,2022-04-21,14.5,4.9,
159,부산,2022-04-22,16,,
159,부산,2022-04-23,17.3,,
159,부산,2022-04-24,17.7,,
159,부산,2022-04-25,19,4.4,
159,부산,2022-04-26,17.4,101.8,
159,부산,2022-04-27,16.5,,
159,부산,2022-04-28,15.9,,
159,부산,2022-04-29,11.2,18,
159,부산,2022-04-30,13.4,,
159,부산,2022-05-01,14.8,,
159,부산,2022-05-02,13.8,3.3,
159,부산,2022-05-03,13.9,,
159,부산,2022-05-04,16,,
159,부산,2022-05-05,17.7,,
159,부산,2022-05-06,19.4,,
159,부산,2022-05-07,19.4,,
159,부산,2022-05-08,15.9,,
159,부산,2022-05-09,16.1,,
159,부산,2022-05-10,16.5,0,
159,부산,2022-05-11,18.7,0,
159,부산,2022-05-12,19.3,0,
159,부산,2022-05-13,16.9,.4,
159,부산,2022-05-14,18.4,,
159,부산,2022-05-15,16.6,,
159,부산,2022-05-16,17.6,,
159,부산,2022-05-17,19.3,,
159,부산,2022-05-18,20.2,,
159,부산,2022-05-19,20.5,,
159,부산,2022-05-20,20.2,,
159,부산,2022-05-21,20,,
159,부산,2022-05-22,21.9,,
159,부산,2022-05-23,21,,
159,부산,2022-05-24,22.6,,
159,부산,2022-05-25,21.5,,
159,부산,2022-05-26,20.4,,
159,부산,2022-05-27,22.4,,
159,부산,2022-05-28,22.6,,
159,부산,2022-05-29,22.6,,
159,부산,2022-05-30,20.7,1.7,
159,부산,2022-05-31,21.6,,
159,부산,2022-06-01,22.2,,
159,부산,2022-06-02,20.7,,
159,부산,2022-06-03,21.6,,
159,부산,2022-06-04,20.7,,
159,부산,2022-06-05,17.8,49.8,
159,부산,2022-06-06,19,5.7,
159,부산,2022-06-07,17.3,0,
159,부산,2022-06-08,17.5,0,
159,부산,2022-06-09,18.9,,
159,부산,2022-06-10,20.5,,
159,부산,2022-06-11,21.1,0,
159,부산,2022-06-12,20.1,,
159,부산,2022-06-13,19.4,.1,
159,부산,2022-06-14,17.3,9.4,
159,부산,2022-06-15,19.8,.4,
159,부산,2022-06-16,22.1,,
159,부산,2022-06-17,22.8,,
159,부산,2022-06-18,23.9,,
159,부산,2022-06-19,23.5,,
159,부산,2022-06-20,24.2,,
159,부산,2022-06-21,25,,
159,부산,2022-06-22,24.7,,
159,부산,2022-06-23,23.2,.4,
159,부산,2022-06-24,22.9,38.7,
159,부산,2022-06-25,23.2,.9,
159,부산,2022-06-26,24,0,
159,부산,2022-06-27,23.6,12.3,
159,부산,2022-06-28,23.7,15.7,
159,부산,2022-06-29,24.1,18.6,
159,부산,2022-06-30,25.5,0,
159,부산,2022-07-01,25.9,,
159,부산,2022-07-02,27.4,,
159,부산,2022-07-03,27.5,,
159,부산,2022-07-04,27.4,,
159,부산,2022-07-05,26.4,1.1,
159,부산,2022-07-06,27,,
159,부산,2022-07-07,27.5,,
159,부산,2022-07-08,26.7,.7,
159,부산,2022-07-09,27.6,,
159,부산,2022-07-10,26.4,,
159,부산,2022-07-11,24.8,42.6,
159,부산,2022-07-12,25.1,,
159,부산,2022-07-13,24.5,0,
159,부산,2022-07-14,26.8,0,
159,부산,2022-07-15,25.7,,
159,부산,2022-07-16,26,,
159,부산,2022-07-17,26.3,,
159,부산,2022-07-18,22.8,63.1,
159,부산,2022-07-19,24.7,0,
159,부산,2022-07-20,26,0,
159,부산,2022-07-21,26.3,12.9,
159,부산,2022-07-22,25.1,,
159,부산,2022-07-23,24.6,.2,
159,부산,2022-07-24,25.1,23.4,
159,부산,2022-07-25,25.2,,
159,부산,2022-07-26,25.7,,
159,부산,2022-07-27,26.2,,
159,부산,2022-07-28,26.6,0,
159,부산,2022-07-29,28.5,,
159,부산,2022-07-30,28.1,0,
159,부산,2022-07-31,27.1,1,
159,부산,2022-08-01,27.5,.3,
159,부산,2022-08-02,27.1,3.7,
159,부산,2022-08-03,27.7,1.3,
159,부산,2022-08-04,28.7,0,
159,부산,2022-08-05,29,0,
159,부산,2022-08-06,29.2,,
159,부산,2022-08-07,29,,
159,부산,2022-08-08,28.9,,
159,부산,2022-08-09,28.6,,
159,부산,2022-08-10,28.1,,
159,부산,2022-08-11,27.4,1.4,
159,부산,2022-08-12,28.1,,
159,부산,2022-08-13,27.2,.4,
159,부산,2022-08-14,28.3,,
159,부산,2022-08-15,29,,
159,부산,2022-08-16,26.1,52.6,
159,부산,2022-08-17,22.9,23.4,
159,부산,2022-08-18,24.8,,
159,부산,2022-08-19,26.6,,
159,부산,2022-08-20,25.6,29.2,
159,부산,2022-08-21,26,,
159,부산,2022-08-22,25.7,,
159,부산,2022-08-23,26.8,.3,
159,부산,2022-08-24,22.2,25.5,
159,부산,2022-08-25,24.5,,
159,부산,2022-08-26,25,,
159,부산,2022-08-27,24.6,,
159,부산,2022-08-28,23,,
159,부산,2022-08-29,24.3,0,
159,부산,2022-08-30,24,2.4,
159,부산,2022-08-31,22.6,36.2,
159,부산,2022-09-01,21.9,1.8,
159,부산,2022-09-02,20.9,29.9,
159,부산,2022-09-03,22.7,7.4,
159,부산,2022-09-04,25.8,2.8,
159,부산,2022-09-05,26.2,17.8,
159,부산,2022-09-06,24.5,69.2,
159,부산,2022-09-07,23.3,,
159,부산,2022-09-08,22.7,,
159,부산,2022-09-09,23.1,,
159,부산,2022-09-10,22.8,,
159,부산,2022-09-11,23.8,,
159,부산,2022-09-12,24.5,,
159,부산,2022-09-13,24.7,,
159,부산,2022-09-14,24.3,,
159,부산,2022-09-15,24.3,,
159,부산,2022-09-16,25.1,,
159,부산,2022-09-17,25.8,.3,
159,부산,2022-09-18,26.4,19,
159,부산,2022-09-19,24.1,14.2,
159,부산,2022-09-20,19.3,,
159,부산,2022-09-21,18.9,,
159,부산,2022-09-22,20.3,,
159,부산,2022-09-23,22.4,,
159,부산,2022-09-24,20,,
159,부산,2022-09-25,20.3,0,
159,부산,2022-09-26,20.5,0,
159,부산,2022-09-27,21.6,0,
159,부산,2022-09-28,21.8,,
159,부산,2022-09-29,22.6,,
159,부산,2022-09-30,22.1,,
159,부산,2022-10-01,23.4,,
159,부산,2022-10-02,23.9,,
159,부산,2022-10-03,24.2,2.9,
159,부산,2022-10-04,21.8,4.7,
159,부산,2022-10-05,18.3,0,
159,부산,2022-10-06,18.1,.7,
159,부산,2022-10-07,17.2,0,
159,부산,2022-10-08,17.2,,
159,부산,2022-10-09,17.3,1.4,
159,부산,2022-10-10,14.8,,
159,부산,2022-10-11,14.7,,
159,부산,2022-10-12,17.1,,
159,부산,2022-10-13,19,,
159,부산,2022-10-14,19,,
159,부산,2022-10-15,19.7,,
159,부산,2022-10-16,20.4,,
159,부산,2022-10-17,18.1,,
159,부산,2022-10-18,13.2,,
159,부산,2022-10-19,13,,
159,부산,2022-10-20,15.9,,
159,부산,2022-10-21,17.9,0,
159,부산,2022-10-22,19.2,0,
159,부산,2022-10-23,17,,
159,부산,2022-10-24,13.8,,
159,부산,2022-10-25,13.7,,
159,부산,2022-10-26,15.9,,
159,부산,2022-10-27,17.6,,
159,부산,2022-10-28,17.2,0,
159,부산,2022-10-29,15.7,,
159,부산,2022-10-30,14.8,,
159,부산,2022-10-31,15.9,,
159,부산,2022-11-01,17,,
159,부산,2022-11-02,16.7,,
159,부산,2022-11-03,16.4,,
159,부산,2022-11-04,11.6,,
159,부산,2022-11-05,10.6,,
159,부산,2022-11-06,12.2,,
159,부산,2022-11-07,14,,
159,부산,2022-11-08,15.4,,
159,부산,2022-11-09,15.2,,
159,부산,2022-11-10,16.9,,
159,부산,2022-11-11,17.5,,
159,부산,2022-11-12,19.1,1.9,
159,부산,2022-11-13,17.8,24.8,
159,부산,2022-11-14,12.8,,
159,부산,2022-11-15,11.3,,
159,부산,2022-11-16,12.8,,
159,부산,2022-11-17,12.8,,
159,부산,2022-11-18,14.4,,
159,부산,2022-11-19,16.1,,
159,부산,2022-11-20,15.3,0,
159,부산,2022-11-21,15.4,,
159,부산,2022-11-22,14.6,10.9,
159,부산,2022-11-23,14.6,.2,
159,부산,2022-11-24,12.9,,
159,부산,2022-11-25,14.3,,
159,부산,2022-11-26,15,,
159,부산,2022-11-27,13.6,,
159,부산,2022-11-28,17.9,1.1,
159,부산,2022-11-29,14.9,22.4,
159,부산,2022-11-30,2.7,,
159,부산,2022-12-01,.7,,
159,부산,2022-12-02,2.3,,
159,부산,2022-12-03,7,,
159,부산,2022-12-04,6.5,,
159,부산,2022-12-05,3.5,,
159,부산,2022-12-06,4.1,,
159,부산,2022-12-07,7.2,,
159,부산,2022-12-08,7.8,,
159,부산,2022-12-09,9.5,,
159,부산,2022-12-10,9.3,,
159,부산,2022-12-11,7.6,,
159,부산,2022-12-12,8,2,
159,부산,2022-12-13,6.4,,
159,부산,2022-12-14,-.4,,
159,부산,2022-12-15,1.6,,
159,부산,2022-12-16,3.6,,
159,부산,2022-12-17,.4,,
159,부산,2022-12-18,-3.5,,
159,부산,2022-12-19,-.6,,
159,부산,2022-12-20,3,,
159,부산,2022-12-21,4.5,19.4,
159,부산,2022-12-22,0,0,
159,부산,2022-12-23,-3.7,0,
159,부산,2022-12-24,-2,,
159,부산,2022-12-25,1.7,,
159,부산,2022-12-26,2.9,,
159,부산,2022-12-27,3.8,,
159,부산,2022-12-28,2.9,,
159,부산,2022-12-29,1.8,,
159,부산,2022-12-30,2.4,,
159,부산,2022-12-31,2.6,,
184,제주,2022-01-01,4.9,,
184,제주,2022-01-02,7.2,,
184,제주,2022-01-03,6,,
184,제주,2022-01-04,6.8,,
184,제주,2022-01-05,5.8,18.8,
184,제주,2022-01-06,7.3,,
184,제주,2022-01-07,5.6,,
184,제주,2022-01-08,6.6,,
184,제주,2022-01-09,7.7,,
184,제주,2022-01-10,7.6,.1,
184,제주,2022-01-11,3.6,2.1,.4
184,제주,2022-01-12,3.8,0,
184,제주,2022-01-13,4,2.1,
184,제주,2022-01-14,4.3,0,
184,제주,2022-01-15,7.4,0,
184,제주,2022-01-16,7,.3,
184,제주,2022-01-17,5.5,,
184,제주,2022-01-18,3.8,,
184,제주,2022-01-19,5.3,0,
184,제주,2022-01-20,2.9,,
184,제주,2022-01-21,6,,
184,제주,2022-01-22,10.6,1.3,
184,제주,2022-01-23,10.5,5.6,
184,제주,2022-01-24,10.3,,
184,제주,2022-01-25,8.8,3.3,
184,제주,2022-01-26,7.5,,
184,제주,2022-01-27,5.9,,
184,제주,2022-01-28,5.2,,
184,제주,2022-01-29,4.6,,
184,제주,2022-01-30,4.8,,
184,제주,2022-01-31,5.9,,
184,제주,2022-02-01,6.3,,
184,제주,2022-02-02,5,,
184,제주,2022-02-03,5,,
184,제주,2022-02-04,4.4,0,
184,제주,2022-02-05,3.6,.1,
184,제주,2022-02-06,4.5,.1,
184,제주,2022-02-07,4.4,0,
184,제주,2022-02-08,5.4,,
184,제주,2022-02-09,5.9,3.7,
184,제주,2022-02-10,6.9,7.2,
184,제주,2022-02-11,7.5,,
184,제주,2022-02-12,10,,
184,제주,2022-02-13,10.1,0,
184,제주,2022-02-14,9.3,0,
184,제주,2022-02-15,3.9,0,
184,제주,2022-02-16,2.3,0,
184,제주,2022-02-17,1.1,0,
184,제주,2022-02-18,6,2.6,
184,제주,2022-02-19,5.2,11.3,
184,제주,2022-02-20,1.8,.1,.3
184,제주,2022-02-21,5,,
184,제주,2022-02-22,4.4,,
184,제주,2022-02-23,1.9,,
184,제주,2022-02-24,3.4,,
184,제주,2022-02-25,6.6,,
184,제주,2022-02-26,9.8,,
184,제주,2022-02-27,7.4,,
184,제주,2022-02-28,8.7,,
184,제주,2022-03-01,10.1,3.8,
184,제주,2022-03-02,6.4,,
184,제주,2022-03-03,10,,
184,제주,2022-03-04,12.6,,
184,제주,2022-03-05,8.9,0,
184,제주,2022-03-06,6.4,,
184,제주,2022-03-07,7.5,,
184,제주,2022-03-08,9.5,,
184,제주,2022-03-09,11,,
184,제주,2022-03-10,12.5,,
184,제주,2022-03-11,16.5,,
184,제주,2022-03-12,17,,
184,제주,2022-03-13,17.7,5.8,
184,제주,2022-03-14,13.8,,
184,제주,2022-03-15,10.4,,
184,제주,2022-03-16,13.7,,
184,제주,2022-03-17,13.4,25.9,
184,제주,2022-03-18,10.3,32.1,
184,제주,2022-03-19,7.7,3.3,
184,제주,2022-03-20,7.9,,
184,제주,2022-03-21,9.3,11.8,
184,제주,2022-03-22,9.4,4.4,
184,제주,2022-03-23,9,2,
184,제주,2022-03-24,11.2,,
184,제주,2022-03-25,16.4,1.7,
184,제주,2022-03-26,12.1,4.4,
184,제주,2022-03-27,12.7,,
184,제주,2022-03-28,10.8,,
184,제주,2022-03-29,13.1,,
184,제주,2022-03-30,15.4,0,
184,제주,2022-03-31,11.5,.9,
184,제주,2022-04-01,11.9,,
184,제주,2022-04-02,10.8,,
184,제주,2022-04-03,10.4,,
184,제주,2022-04-04,11.9,,
184,제주,2022-04-05,13,,
184,제주,2022-04-06,13.7,,
184,제주,2022-04-07,13.1,,
184,제주,2022-04-08,15.1,,
184,제주,2022-04-09,17.2,,
184,제주,2022-04-10,17.4,,
184,제주,2022-04-11,19.8,,
184,제주,2022-04-12,18.8,,
184,제주,2022-04-13,17.9,5.7,
184,제주,2022-04-14,14.1,9,
184,제주,2022-04-15,14,,
184,제주,2022-04-16,13.6,,
184,제주,2022-04-17,14.3,,
184,제주,2022-04-18,15.1,,
184,제주,2022-04-19,15.6,,
184,제주,2022-04-20,15.7,,
184,제주,2022-04-21,14.7,2.7,
184,제주,2022-04-22,17.2,,
184,제주,2022-04-23,18,,
184,제주,2022-04-24,17.7,,
184,제주,2022-04-25,21.2,14.8,
184,제주,2022-04-26,19.3,25.8,
184,제주,2022-04-27,17.1,,
184,제주,2022-04-28,17.5,,
184,제주,2022-04-29,13.6,26,
184,제주,2022-04-30,15.1,,
184,제주,2022-05-01,14.8,,
184,제주,2022-05-02,16.7,,
184,제주,2022-05-03,14.8,,
184,제주,2022-05-04,16.6,,
184,제주,2022-05-05,20.7,,
184,제주,2022-05-06,20.5,,
184,제주,2022-05-07,19.3,,
184,제주,2022-05-08,18.5,,
184,제주,2022-05-09,17.6,,
184,제주,2022-05-10,17.8,.2,
184,제주,2022-05-11,18.7,0,
184,제주,2022-05-12,19.1,,
184,제주,2022-05-13,16.9,8.9,
184,제주,2022-05-14,16.6,,
184,제주,2022-05-15,16.3,,
184,제주,2022-05-16,18,,
184,제주,2022-05-17,21,,
184,제주,2022-05-18,21.6,,
184,제주,2022-05-19,20.6,,
184,제주,2022-05-20,20.9,,
184,제주,2022-05-21,20.4,,
184,제주,2022-05-22,21.4,,
184,제주,2022-05-23,22.4,,
184,제주,2022-05-24,21.5,,
184,제주,2022-05-25,21.2,,
184,제주,2022-05-26,19.5,,
184,제주,2022-05-27,23.2,,
184,제주,2022-05-28,21.9,,
184,제주,2022-05-29,21.1,0,
184,제주,2022-05-30,20.3,0,
184,제주,2022-05-31,20.9,,
184,제주,2022-06-01,21,,
184,제주,2022-06-02,21.7,,
184,제주,2022-06-03,21.2,,
184,제주,2022-06-04,23.5,0,
184,제주,2022-06-05,19.1,45,
184,제주,2022-06-06,20.3,.8,
184,제주,2022-06-07,20.7,.7,
184,제주,2022-06-08,21.4,,
184,제주,2022-06-09,21.4,,
184,제주,2022-06-10,23,,
184,제주,2022-06-11,21.6,.4,
184,제주,2022-06-12,22,,
184,제주,2022-06-13,20.6,11.6,
184,제주,2022-06-14,19,13.6,
184,제주,2022-06-15,23,,
184,제주,2022-06-16,22.3,,
184,제주,2022-06-17,22.5,,
184,제주,2022-06-18,23.9,0,
184,제주,2022-06-19,25.1,,
184,제주,2022-06-20,23.7,,
184,제주,2022-06-21,24,.1,
184,제주,2022-06-22,23.7,,
184,제주,2022-06-23,28.7,,
184,제주,2022-06-24,26.1,71.4,
184,제주,2022-06-25,27.4,,
184,제주,2022-06-26,30,,
184,제주,2022-06-27,30.5,0,
184,제주,2022-06-28,30.5,0,
184,제주,2022-06-29,30.2,0,
184,제주,2022-06-30,28.7,0,
184,제주,2022-07-01,28.3,,
184,제주,2022-07-02,27.6,,
184,제주,2022-07-03,28.6,0,
184,제주,2022-07-04,28,0,
184,제주,2022-07-05,28.2,.7,
184,제주,2022-07-06,30.3,,
184,제주,2022-07-07,31.8,,
184,제주,2022-07-08,29.5,,
184,제주,2022-07-09,28.7,,
184,제주,2022-07-10,28.6,,
184,제주,2022-07-11,27.9,13.8,
184,제주,2022-07-12,29.3,,
184,제주,2022-07-13,29.4,,
184,제주,2022-07-14,28.8,6.2,
184,제주,2022-07-15,26.8,14.4,
184,제주,2022-07-16,27.2,,
184,제주,2022-07-17,28,.2,
184,제주,2022-07-18,29.1,4.1,
184,제주,2022-07-19,27.8,3.3,
184,제주,2022-07-20,27.4,,
184,제주,2022-07-21,27.7,0,
184,제주,2022-07-22,27.2,,
