축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
구미한가위 전통연희축제,금오산도립공원 분수광장,2023-09-01,2023-09-01,공연+체험,(사)한국전통연희단체 총연합회 경상북도지회,(사)한국전통연희단체 총연합회 경상북도지회,경상북도청+경상북도 구미시청,054-457-1082,,,,경상북도 구미시 남통동 289-3,36.11125615,128.3139126,2023-02-13,5080000,경상북도 구미시
구미 청춘 금오천 2.4km,금오천,2023-04-01,2023-04-01,공연+체험+마켓,숨협동조합,경상북도 구미시청,,054-451-0414,,,,경상북도 구미시 남통동 414-34,36.12217559,128.3224418,2023-02-13,5080000,경상북도 구미시
구미 라면축제,구미시 일원,2023-11-01,2023-11-01,공연+푸드존,미정,경상북도 구미시청,경상북도청+경상북도 구미시청,054-480-2652,,,경상북도 구미시 낙동제방길 200,,36.13113322,128.368069,2023-02-13,5080000,경상북도 구미시
완주와일드앤로컬푸드축제,고산자연휴양림일원,2022-09-30,2022-10-02,○ 자연친화+아웃도어 체험프로그램,와일드앤로컬푸드축제추진위원회,전라북도 완주군청,전라북도청,063-290-2622,http://www.wanjufestival.kr/,,전라북도 완주군 고산면 고산자연휴양림로 246,전라북도 완주군 고산면 오산리 산43-1,,,2023-02-16,4720000,전라북도 완주군
제11회 홍천강꽁꽁축제,홍천강변일원,2023-01-13,2023-01-24,겨울철 놀이체험 및 얼음낚시터운영,(재)홍천문화재단,강원도 홍천군청,,033-430-2471,https://www.hccf.or.kr/,,,강원도 홍천군 홍천읍 신장대리 85,,,2023-02-07,4250000,강원도 홍천군
제7회 홍천강별빛음악 맥주축제,토리숲일원,2023-07-31,2023-08-06,세계??댄스대회+세계수제맥주대회 등,(재)홍천문화재단,강원도 홍천군청,,033-430-2472,https://www.hccf.or.kr/,,,강원도 홍천군 홍천읍 갈마곡리 497,,,2023-02-07,4250000,강원도 홍천군
영천보현산별빛축제,보현산천문과학관 일원,2023-10-07,2023-10-09,천문·우주·과학 관련 온오프라인 콘텐츠 운영+천문학 강의+스타파티+각종 참여 프로그램 등,영천보현산별빛축제위원회,영천보현산별빛축제위원회,경상북도 영천시,054-330-6702,http://영천보현산별빛축제.com,보현산천문대,경상북도 영천시 화북면 별빛로 681-32,경상북도 영천시 화북면 정각리 689,36.1402561,128.9964736,2023-02-20,5100000,경상북도 영천시
2022 보은대추축제,온라인축제,2022-10-14,2022-10-23,대추 및 농특산물 전시판매+랜선 콘서트+유튜브 홈쇼핑,충청북도 보은군,보은군 축제추진위원회,,043-540-3393,http://www.boeunjujube.com/,,충청북도 보은군 보은읍 군청길 38,충청북도 보은군 보은읍 이평리 45,36.48970363,127.7297482,2023-01-11,4420000,충청북도 보은군
제5회 인제가을꽃축제,용대관광지 일원,2023-09-01,2023-10-31,가을꽃축제,인제군문화재단,인제군문화재단,인제군,1577-8924,https://www.inje.go.kr,https://www.inje.go.kr,,강원도 인제군 남면 부평리 555-2,37.99772638,128.098499,2023-02-20,4330000,강원도 인제군
치악산왕발걸음축제,치악산 일원(구.드림랜드 주차장),2023-09-16,2023-09-16,걷기행사+작은음악회 등,치악산왕발걸음축제추진위원회,치악산왕발걸음축제추진위원회,강원도 원주시청,033-734-5966,,,강원도 원주시 소초면 평장동길 86-16,강원도 원주시 소초면 평장리 823-7,37.4186377,128.0031734,2023-02-17,4190000,강원도 원주시
제25회 원주한지문화제,원주한지테마파크 일원,2023-05-05,2023-05-14,기획전시+온라인체험 등,원주한지문화제위원회,한지개발원,강원도 원주시청,033-734-4739,www.hanjipark.com,,강원도 원주시 한지공원길 151,강원도 원주시 무실동 16,37.3343755,127.9353957,2023-02-17,4190000,강원도 원주시
제16회 용수골꽃양귀비축제,용수골꽃농장,2023-05-23,2023-06-11,꽃밭관람+포토존 이용+기념품 판매 등,용수골꽃양귀비축제추진위원회,용수골꽃양귀비축제추진위원회,강원도 원주시청,033-764-4443,,,강원도 원주시 한지공원길 151,강원도 원주시 판부면 서곡리 1632-2,37.3343755,127.9353957,2023-02-17,4190000,강원도 원주시
제21회 장미축제,장미공원,2023-05-30,2023-06-01,장미가요제 등,장미축제위원회,장미축제위원회,강원도 원주시청,033-000-0000,,,강원도 원주시 장미공원길 67-16,강원도 원주시 단계동 853-3,37.3458817935,127.9311848821,2023-02-17,4190000,강원도 원주시
제13회 남한강축제,법천소공원,2023-07-29,2023-07-30,문화예술공연+노래자랑 등,남한강축제위원회,남한강축제위원회,강원도 원주시청,033-737-5630,,,강원도 원주시 부론면 앙암로 1234,강원도 원주시 법천리 1575-1,37.2060223888,127.7482248921,2023-02-17,4190000,강원도 원주시
군위 삼장군단오축제,효령면 고지바위권역다목적센터 일원,2022-06-03,2022-06-03,단오축제,군위문화원,군위문화원,경상북도청+경상북도 군위군청,054-380-6866,,,경상북도 군위군 효령면 장군당 1길 24-6,경상북도 군위군 효령면 장군리 116-3,,,2022-11-26,5140000,경상북도 군위군
김수환추기경 사랑과 나눔 문화축전,김수환추기경 사랑과 나눔공원 일원,2022-10-29,2022-10-29,김수환추기경 문화축전,매일신문사,매일신문사,경상북도청+경상북도 군위군청,054-380-6065,,,경상북도 군위군 군위읍 군위금성로 270,경상북도 군위군 군위읍 용대리 산 66-5,,,2022-11-26,5140000,경상북도 군위군
2023 광주문화재야행,"재명석등, 광주읍성유허 등",2023-06-16,2023-06-17,문화재를 활용한 야간문화 향유 프로그램 운영,광주광역시 동구,광주광역시 동구,,062-608-2403,http://www.gjnight.com,,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951,2023-03-03,3590000,광주광역시 동구
봉화은어축제,경상북도 봉화군 봉화읍 내성천 일원,2023-07-29,2023-08-06,은어반두잡이+맨손잡이 체험 등,(재)봉화축제관광재단,경상북도 봉화군청,,054-674-3053,https://bhftf.co.kr:8091/,분천산타마을+봉화은어축제,,경상북도 봉화군 봉화읍 내성리 506,36.89039738,128.7379707,2023-03-02,5240000,경상북도 봉화군
봉화송이축제,경상북도 봉화군 봉화읍 내성천 일원,2023-09-21,2023-09-24,송이채취+시식회 등,(재)봉화축제관광재단,경상북도 봉화군청,,054-674-3053,https://bhftf.co.kr:8091/,분천산타마을+봉화송이축제,,경상북도 봉화군 봉화읍 내성리 506,36.89039738,128.7379707,2023-03-02,5240000,경상북도 봉화군
제29회 화도진축제,동인천역북광장+화도진공원 일원,2018-05-18,2018-05-19,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6922,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2023-02-09,3500000,인천광역시 동구
제30회 화도진축제,동인천역북광장+화도진공원 일원,2019-05-10,2019-05-11,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2023-02-09,3500000,인천광역시 동구
동구문화예술한마당&막걸리페스티벌,동인천역북광장+송림아뜨렛길,2019-11-02,2019-11-22,지역예술인ㆍ지역문화예술동아리의 공연을 즐길 수 있는 문화예술의 장이자 막걸리를 빚던 옛 배다리의 인천양조장과 그 영화를 함께한 동구의 역사를 느껴보는 동구의 새로운 축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,인천양조장+배다리헌책방거리+배다리공예상가+배다리성냥마을박물관,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2023-02-09,3500000,인천광역시 동구
2022 문화의거리 현대미술제,울산 중구 문화의거리,2022-07-15,2022-07-24,갤러리+거리 미술작품 전시,문화의거리 현대미술제 울산운영위원회,경상일보,울산광역시청+울산광역시 중구청+외솔회,052-290-3666,,,울산광역시 중구 시계탑거리 4,,35.55511722,129.3216061,2023-01-27,3690000,울산광역시 중구
제33회 화도진축제,동인천역북광장,2022-10-14,2022-10-15,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2023-02-09,3500000,인천광역시 동구
2022 김포 아라마린페스티벌,아라마리나 일원,2022-07-30,2022-07-31,SUP대회+수상레저체험행사+문화콘서트 등,수자원환경산업진흥㈜,경기도 김포시청+K-water,,031-999-7833,https://aramarinefestival.com,,,경기도 김포시 고촌읍 전호리 661,37.59870927,126.7878826,2023-01-20,4090000,경기도 김포시
월곶 저잣거리 축제,월곶면 군하리 일원,2022-10-01,2022-10-01,문화행사+주막거리 재현+교육 프로그램 등,경기도 김포시청,경기도 김포시청,,031-980-5113,,,,경기도 김포시 월곶면 군하리,37.7110181,126.5484958,2023-01-20,4090000,경기도 김포시
김포 도심축제,라베니체 수변상가 일원,2022-11-05,2022-12-31,경관조명 전시+스탬프투어,경기도 김포시청,경기도 김포시청,,031-980-5103,,,경기도 김포시 김포한강2로24번길 29,경기도 김포시 장기동 2001-1,37.643506,126.676558,2023-01-20,4090000,경기도 김포시
2022 김포 평화누리길 걷기 행사,평화누리길(김포 구간),2022-10-22,2022-10-22,걷기 프로그램+부대행사 등,경기관광공사,경기도 김포시청,,031-956-8307,https://dmz.ggtour.or.kr/,,,경기도 김포시 대곶면 대명리 551-19,37.64048159,126.5409612,2023-01-20,4090000,경기도 김포시
2022 경기인디뮤직페스티벌,아라마리나 일원,2022-10-15,2022-10-16,인디뮤지션 공연 및 부대행사,경기콘텐츠진흥원,경기도청+경기도 김포시청,,032-623-8032,http://gimf.co.kr/,,,경기도 김포시 고촌읍 전호리 661,37.59870927,126.7878826,2023-01-20,4090000,경기도 김포시
제1회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,2019-04-05,2019-04-07,벚꽃축제+벚꽃가요제+벚꽃길 걷기대회 등,대전광역시 동구청(대행사: 대전문화방송),대전광역시 동구청,,042-251-6686,https://www.donggu.go.kr/dg/tour/contents/988,,,대전광역시 동구 신상동 282,36.35359044,127.4980431,2023-02-07,3640000,대전광역시 동구
제2회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,2020-04-03,2020-04-12,벚꽃길 경관조명 설치+드라이브스루 벚꽃 구경,대전광역시 동구청(대행사: 대전방송),대전광역시 동구청,,042-251-6686,https://www.donggu.go.kr/dg/tour/contents/988,,,대전광역시 동구 신상동 282,36.35359044,127.4980431,2023-02-07,3640000,대전광역시 동구
제3회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,2021-03-27,2021-04-18,벚꽃길 드라이브스루(벚꽃관람+랜선 트롯가요제+벚꽃길 체험영상),대전광역시 동구청(대행사: 대전문화방송),대전광역시 동구청,,042-251-6686,https://www.donggu.go.kr/dg/tour/contents/988,,,대전광역시 동구 신상동 282,36.35359044,127.4980431,2023-02-07,3640000,대전광역시 동구
제4회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,2022-04-08,2022-04-10,벚꽃 아트길+온라인 공연+경연대회,대전광역시 동구청(대행사: 대전문화방송),대전광역시 동구청,,042-251-6686,https://www.donggu.go.kr/dg/tour/contents/988,,,대전광역시 동구 신상동 282,36.35359044,127.4980431,2023-02-07,3640000,대전광역시 동구
춘장대해수욕장 여름문화예술축제,춘장대해수욕장 중앙광장,2023-07-01,2023-07-01,한여름밤의 트롯이야기+춘장대 시네마+춘장대 푸파 페스티벌 등,춘장대해수욕장 운영협의회,충청남도 서천군,,041-950-4016,http://tour.seocheon.go.kr,,충청남도 서천군 서면 춘장대길 20,충청남도 서천군 서면 도둔리 1319,36.16334922,126.5243355,2023-01-13,4580000,충청남도 서천군
자연산 광어.도미 축제,서면 마량포구 일원,2023-05-01,2023-05-01,맨손으로 광어잡기 체험+기념공원에서 보물찾기,서면개발위원회,서면개발위원회,,041-950-4016,http://tour.seocheon.go.kr,,충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,36.1293642,126.5036472,2023-01-13,4580000,충청남도 서천군
마량포 해넘이.해돋이 축제,서면 마량포구 일원,2023-12-01,2024-01-01,새해 떡국나눔행사+불꽃놀이+버스킹 공연+소원등 달기,서면개발위원회,충청남도 서천군,,041-950-4016,http://tour.seocheon.go.kr,,충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,36.1293642,126.5036472,2023-01-13,4580000,충청남도 서천군
연산대추축제,연산면 전통시장 일원,2022-10-21,2022-10-23,연산대추 우수성 홍보,연산대추축제추진위원회,연산대추축제추진위원회,충청남도 논산시청,041-734-1576,,,충청남도 논산시 연산면 연산4길 10-7,충청남도 논산시 연산면 연산리 392,36.2162708,127.216078,2022-11-25,4540000,충청남도 논산시
진주남강유등축제,진주성 + 진주남강일원,2022-10-10,2022-10-31,초혼점등+소망등 달기+추억의 유등띄우기+창작등 만들기+한국등 및 세계뭉풀등 전시+불꽃놀이+항공미디어아트 드론라이트 쇼+체험행사 및 부대행사,진주남강유등축제제전위원회,경상남도 진주시청+진주문화예술재단,문화체육관광부+경상남도청+한국관광공사+경상남도교육청+언론기관,055-755-9111,http://www.yudeung.com,,경상남도 진주시 남강로 626,경상남도 진주시 본성동 415,,,2023-03-06,5310000,경상남도 진주시
개천예술제,진주시 일원,2022-10-27,2022-11-03,서제+개제식+가장행렬+예술경연+각종전시+종야축제+예술문화행사+진주대첩 승전기념행사 등,개천예술제 제전위원회,경상남도 진주시청 + (사)한국예총 진주지회,,055-752-0111,http://www.gaecheonart.com,,경상남도 진주시 남강로 626,경상남도 진주시 본성동 415,,,2023-03-06,5310000,경상남도 진주시
코리아드라마페스티벌,경남문화예술회관+경상국립대학교+장대동 남강둔치 일원,2022-10-21,2022-11-03,코리아드라마어워즈+ KDF콘서트+ 드라마영상국제포럼+ 부대행사 등,(사)코리아드라마페스티벌 조직위원회,(사)코리아드라마페스티벌 조직위원회,문화체육관광부+경상남도청+경상남도 진주시청,055-755-2363,http://www.kdfo.org,,,경상남도 진주시 장대동 356-17,,,2023-03-06,5310000,경상남도 진주시
진주논개제,진주성 일원,2023-05-05,2023-05-08,헌다례 및 신위순행+ 의암별제+ 실경역사뮤지컬 의기논개+ 전통놀이 체험 등,진주문화관광재단,경상남도 진주시청,,055-795-3213,http://jjcc.or.kr/,,경상남도 진주시 남강로 626,경상남도 진주시 본성동 415,,,2023-03-06,5310000,경상남도 진주시
진주 M2(뮤직&미디어)페스티벌,진주시 망경동 남강둔치(중앙광장 아래),2023-08-04,2023-08-06,"수상무대공연(대학동아리팀 및 가수초청공연)+미디어아트쇼+수상체험 프로그램(카약+패들보트+드래곤보트), 푸드존 등 부대행사",㈜KNN,㈜KNN,경상남도 진주시청+한국해양소년단(경남서부연맹)+BNK,055-273-1058,http://jinjumusic.com/index.php,,경상남도 진주시 강남로 320 아래 둔치,경상남도 진주시 망경동 110-1 아래 둔치,,,2023-03-06,5310000,경상남도 진주시
진주민속 소힘겨루기대회,진주전통소싸움경기장,2022-10-26,2022-10-31,소힘겨루기 대회+경품추첨+초청가수 공연,(사)진주투우협회,경상남도 진주시청,,055-749-8591,,,경상남도 진주시 판문오동길 100,경상남도 진주시 판문동 146-1,,,2023-03-06,5310000,경상남도 진주시
진주탈춤한마당,평거야외무대,2022-10-19,2022-10-23,한국탈춤공연+창작탈춤+특별공연+프린지공연+해외공연+기획공연+축하공연+탈전시회+학술행사+시민체험행사,경상남도무형문화재 제27호 진주오광대보존회,진주탈참한마당 제전위원회,경상남도청 + 경상남도 진주시청+진주시유테스코창의도시 운영위원회+(재)진주문화관광재단 창의도시 추진단,055-746-6884,,,,경상남도 진주시 신안동 595-5,,,2023-03-06,5310000,경상남도 진주시
제22회소래포구축제,인천 남동구 소래포구 일원,2022-10-01,2022-10-03,관광축제,인천광역시 남동구,인천광역시 남동구,,032-453-2142,www.namdong.go.kr/soraefestival,소래꽃게낚시+맨손대하잡기+어죽시식회+스탬프투어+남동사랑콘서트 등,인천광역시 남동구 아암대로 1454,인천광역시 남동구 논현동 775,37.38725249,126.7269798,2023-02-13,3530000,인천광역시 남동구
제16회_정남진_장흥_물축제,탐진강+편백숲우드랜드,2023-07-29,2023-08-06,살수대첩+지상최대의물싸움+황금물고기를잡아라+수중줄다리기+워터락풀파티+별밤수다쟁이+지상최대의워터붐,전라남도 장흥군,물축제추진위원회,,061-860-5771,https://www.jangheung.go.kr/festival,,,전라남도 장흥군 장흥읍 건산리 805,,,2023-02-13,4910000,전라남도 장흥군
2022 울산 마두희 축제,울산 중구 성남동 일원,2022-09-16,2022-09-18,큰줄다리기+부대행사,울산마두희축제추진위원회,울산마두희축제추진위원회,울산광역시 중구청,052-290-3662,,,울산광역시 중구 시계탑거리 4,,35.55511722,129.3216061,2023-01-27,3690000,울산광역시 중구
2022년 외솔한글한마당,외솔기념관 및 중구 원도심 일원,2022-10-08,2022-10-10,한글을 주제로 한 전시+체험+경연+공연,ubc 울산방송,ubc 울산방송,울산광역시청+울산광역시 중구청+외솔회,052-290-3642,,,울산광역시 중구 시계탑거리 4,,35.55511722,129.3216061,2023-01-27,3690000,울산광역시 중구
2022년 울산병영3.1만세운동 제22회 재현행사,울산 중구 병영 일원,2022-04-05,2022-04-06,위령제+삼일만세운동재현행사+부대행사,중구문화원,중구문화원,울산광역시 중구청+보훈지청,052-290-3664,,,울산광역시 중구 병영성13길 2,울산광역시 중구 서동 311 병영초등학교,35.57492612,129.3454467,2023-01-27,3690000,울산광역시 중구
울산옹기축제,울주군 외고산옹기마을일원,2023-05-05,2023-05-07,웰컴투옹기마을(옹기주제전시+창작공연+옹기토크+옹기테마거리등),(재)울주문화재단,(재)울주문화재단,문화체육관광부+울산광역시청+울산광역시의회+울산광역시 울주군청+울주군의회,052-204-0355,https://www.onggi.or.kr,,울산광역시 울주군 온양읍 외고산3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.435069,129.2795088,2023-02-07,3730000,울산광역시 울주군
제27회 화도진축제,동인천역북광장+화도진공원 일원,2016-05-20,2016-05-21,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6922,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2023-02-09,3500000,인천광역시 동구
제28회 화도진축제,동인천역북광장+화도진공원 일원,2017-05-19,2017-05-20,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6922,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2023-02-09,3500000,인천광역시 동구
금당산 신년맞이행사,광주광역시 남구 진월동 금당산 정상,2021-01-01,2021-01-01,신년맞이행사,광주광역시 남구,광주광역시 남구,,062-651-9020,http://www.namgu.gwangju.kr/menu.es?mid=a70301000000cnt1,,광주광역시 남구 회재로1140-23,광주광역시 남구 주월동 543-8,35.12825676,126.888223,2022-01-01,6290000,광주광역시
광주 칠석 고싸움놀이,광주광역시 남구 칠석동 고싸움 놀이테마파크,2022-02-15,2022-02-15,고싸움놀이,광주 칠석 고싸움 놀이 보존회,광주 칠석 고싸움 놀이 보존회,,062-374-3839,http://www.gossaum.com,,광주광역시 남구 칠석길28,광주광역시 남구 칠석동127-1,35.07041066,126.8384016,2022-01-01,6290000,광주광역시
철쭉축제,코로나19로 인해 미개최,2022-04-01,2022-04-30,코로나19로 인해 미개최,군포문화재단,경기도 군포시청,,,,,경기도 군포시 고산로 599,,,,2022-09-29,4020000,경기도 군포시
괴산대학찰옥수수축제,유기농엑스포광장,2022-07-22,2022-07-24,"옥수수체험 관련 온-오프라인 행사, 농특산물 판매 등",충청북도 괴산군청+괴산군축제위원회,충청북도 괴산군청,,043-830-3463,,,충청북도 괴산군 괴산읍 임꺽정로 75,,,,2022-09-22,4460000,충청북도 괴산군
괴산고추축제,유기농엑스포광장+관내 캠핑장 등,2022-08-26,2022-09-04,"고추관련 온-오프 행사, 고추 및 농특산물 판매 등",충청북도 괴산군청+괴산군축제위원회,충청북도 괴산군청,,043-830-3462,,,충청북도 괴산군 괴산읍 임꺽정로 75,,,,2022-09-22,4460000,충청북도 괴산군
괴산김장축제,유기농엑스포광장,2022-11-04,2022-11-06,괴산절임배추 활용 김장체험 및 농특산물 판매 등,충청북도 괴산군청+괴산군축제위원회,충청북도 괴산군청,,043-830-3464,,,충청북도 괴산군 괴산읍 임꺽정로 75,,,,2022-09-22,4460000,충청북도 괴산군
감물감자축제,농촌중심지 활성화 광장,2022-06-17,2022-06-18,농특산물(감자) 홍보 및 지역홍보,감물면 축제추진위원회,충청북도 괴산군청,감물면 기관단체 등,043-830-2432,,,충청북도 괴산군 감물면 충민로신대길 13,,,,2022-09-22,4460000,충청북도 괴산군
괴산사랑축제,괴산전통시장 내,2022-08-01,2022-08-11,주민화합,충청북도 괴산군청+괴산읍축제추진위원회,충청북도 괴산군청,,043-830-2403,,,충청북도 괴산군 괴산읍 읍내로15길 8-8,,,,2022-09-22,4460000,충청북도 괴산군
목도 백중놀이 축제,불정면사무소 광장 일원,2022-08-12,2022-08-12,목도 백중놀이 문화 체험 및 지역홍보,충청북도 괴산군청+불정면축제추진위원회,충청북도 괴산군청,,043-830-2621,,,충청북도 괴산군 불정면 목도로2길 11,,,,2022-09-22,4460000,충청북도 괴산군
연풍조령문화제,연풍문화센터,2022-09-23,2022-09-24,연풍 조령내 문화 예술 체험 및 지역홍보,충청북도 괴산군청+연풍면축제추진위원회,충청북도 괴산군청,,043-830-2472,,,충청북도 괴산군 연풍면 향교로 71,,,,2022-09-22,4460000,충청북도 괴산군
청천환경버섯축제,버섯랜드 일원,2022-09-01,2022-09-03,농특산물(버섯) 홍보 및 지역홍보,충청북도 괴산군청+청천면축제추진위원회,충청북도 괴산군청,,043-830-2532,,,충청북도 괴산군 청천면 화양로 14,,,,2022-09-22,4460000,충청북도 괴산군
사리면빨 축제,백마권역활성화센터,2022-10-07,2022-10-09,농특산물(쌀) 홍보 및 지역홍보,충청북도 괴산군청+사리면축제추진위원회,충청북도 괴산군청,,043-830-2584,,,충청북도 괴산군 사리면 사리로 517,,,,2022-09-22,4460000,충청북도 괴산군
양곡은행나무축제,문광면 은행나무길 테마공원 일원,2022-10-15,2022-11-20,문광 은행나무길 홍보 및 지역홍보,충청북도 괴산군청+문광면축제추진위원회,충청북도 괴산군청,,043-830-2513,,,충청북도 괴산군 문광면 괴산로양곡5길 15,,,,2022-09-22,4460000,충청북도 괴산군
문경사과축제,문경새재 야외공연장일원,2022-10-15,2022-10-31,문경사과 홍보,문경사과축제추진위원회,경상북도 문경시청,,054-571-7677,http://www.mgapple.or.kr/,,경상북도 문경시 문경읍 새재로932,경상북도 문경시 문경읍 상초리 288-1,36.76160207,128.0769905,2023-03-08,5120000,경상북도 문경시
제19회 진안고원 운장산 고로쇠축제,주천면 운일암반일암 삼거광장,2023-03-11,2023-03-12,고로쇠 관련 체험+고로쇠 판매 등,진안고원운장산고로쇠축제위원회,전라북도 진안군,지역 유관기관,063-430-2393,https://www.jinan.go.kr/festival/,,,전라북도 진안군 주천면 대불리 75-1,35.9838810155,127.3882948038,2023-03-02,4730000,전라북도 진안군
제13회 진안고원 수박축제,동향면 체련공원 일원,2022-07-30,2022-07-31,수박왕 선발대회+수박판매 등,진안고원수박축제추진위원회,전라북도 진안군,지역 유관기관,063-430-2393,https://www.jinan.go.kr/festival/,,전라북도 진안군 동향면 진성로 1687,전라북도 진안군 동향면 능금리 2198-2,35.8414737432,127.5747111364,2023-03-02,4730000,전라북도 진안군
2023 진안홍삼축제,마이산 북부일원,2022-10-08,2022-10-10,"홍삼, 수삼판매+홍삼관련체험+문화공연 등",진안홍삼축제추진위원회,전라북도 진안군,전라북도 외,063-430-2392,https://www.jinan.go.kr/festival/,,전라북도 진안군 진안읍 마이산로 160,전라북도 진안군 진안읍 단양리 778,35.773251,127.4162558924,2023-03-02,4730000,전라북도 진안군
제5회 진안고원 가족공동체 김장문화축제,진안고원시장,2023-11-18,2023-11-19,우리집 김치담그기+사랑의 김장나눔 등,진안YMCA,전라북도 진안군,전라북도 외,063-430-2393,https://www.jinan.go.kr/festival/,,전라북도 진안군 진안읍 시장길 8-17,전라북도 진안군 진안읍 군상리 406-8,35.7926830905,127.4284280615,2023-03-02,4730000,전라북도 진안군
2023 마이산 겨울동화축제,마이산 북부일원,2022-12-23,2022-12-25,겨울놀이터+겨울동화 포토존 등,마이산 북부상가 발전위원회,전라북도 진안군,전라북도 외,063-430-2393,https://www.jinan.go.kr/festival/,,,전라북도 진안군 진안읍 단양리 778,35.7728567226,127.4155512080,2023-03-02,4730000,전라북도 진안군
제30회 물왕예술제(산현공원),산현공원,2023-05-05,2023-05-07,"물왕예술제(청년예술가 공연, 음악 국악공연)",경기도 시흥시청,경기도 시흥시청,,031-310-6730,,,경기도 시흥시 목감남서로15,경기도 시흥시 조남동 670,37.3754540045,126.8511808376,2023-03-08,4010000,경기도 시흥시
제30회 물왕예술제(비둘기공원),비둘기공원,2023-05-12,2023-05-14,"물왕예술제(평면예술, 야외통합전시, 시민참여예술, 아트페스티벌)",경기도 시흥시청,경기도 시흥시청,,031-310-6730,,,,경기도 시흥시 은행동 551,37.4421131898,126.7943281814,2023-03-08,4010000,경기도 시흥시
제30회 물왕예술제(배곧생명공원),배곧생명공원,2023-05-13,2023-05-14,"물왕예술제(대중예술, 무용공연)",경기도 시흥시청,경기도 시흥시청,,031-310-6730,,,경기도 시흥시 배곧2로 25,경기도 시흥시 정왕동 2506,37.3714102457,126.7214785550,2023-03-08,4010000,경기도 시흥시
지구촌 예술축제,배곧생명공원,2023-05-12,2023-05-12,경기예총 지구촌 예술축제,경기도 시흥시청,경기도 시흥시청,,031-310-6730,,,경기도 시흥시 배곧2로 25,경기도 시흥시 정왕동 2506,37.3714102457,126.7214785550,2023-03-08,4010000,경기도 시흥시
2023년 은계호수공원 가을콘서트,은계호수공원,2023-10-07,2023-10-08,시흥예총,경기도 시흥시청,경기도 시흥시청,,031-310-6731,,,,경기도 시흥시 계수동 716,37.4452555,126.8065816,2023-03-08,4010000,경기도 시흥시
화개장터 벚꽃축제,하동군 화개면 그린나래광장,2023-03-31,2023-04-02,꽃샘추위가 끝나고 4월로 접어들면 전라도와 경상도를 경계로 하는 화개에는 그 좋은 벚꽃이 십리에 날려 화사하게 봄을 재촉한다 눈처럼 하얀 벚꽃은 섬진청류와 화개동천 25km를 아름답게 수놓아 화사한 볼거리 제공하며 다채로운 문화행사도 펼쳐진다,화개면 청년회,화개면 청년회,,055-880-2051,https://www.hadong.go.kr/02641/02652/02807.web,,경상남도 하동군 화개면 쌍계로 71-9,,,,2023-03-08,5440000,경상남도 하동군
